Simparams: [dsname, z, center[0], center[1], center[2], Rvir, pathname, L[0], L[1], L[2], convert]
Simparams: ['VELA_v2_01', 2.9992119434663596, 0.5126152038574219, 0.5041236877441406, 0.4491004943847656, 31.25, '/global/cscratch1/sd/cstrawn/VELA_v2_01/10MpcBox_csf512_a0.250.d', 0.0763461, -0.95166, 61.7763, 3572.132392817435]
Scanparams: [R, n_th, n_phi, n_r, r_max, num_lines, line_reached]
Scanparams: [0.052489655864102445, 12, 12, 12, 1.5, 416, 0]
Ions: [' ']
Bins: [density:low:0.0_1e-2, density:medium:1e-2_1e-1, density:selfshielding:1e-1_1e1, density:starforming:1e1_np.inf, temperature:cold:0.0_10**3.8, temperature:cool:10**3.8_10**4.5, temperature:warm-hot:10**4.5_10**6.5, temperature:hot:10**6.5_np.inf, radial_velocity:inflow:-np.inf_-10:units-km/s, radial_velocity:tangential:-10_10:units-km/s, radial_velocity:outflow:10_np.inf:units-km/s, resolution:high:0_500:field-(gas,dx):units-pc, resolution:medium:500_1200:field-(gas,dx):units-pc, resolution:low:1200_np.inf:field-(gas,dx):units-pc]
Data: [i, theta, phi, r, alpha, startx, starty, startz, endx, endy, endz,  :cdens,  :fraction,  :density:low,  :density:medium,  :density:selfshielding,  :density:starforming,  :temperature:cold,  :temperature:cool,  :temperature:warm-hot,  :temperature:hot,  :radial_velocity:inflow:units-km/s,  :radial_velocity:tangential:units-km/s,  :radial_velocity:outflow:units-km/s,  :resolution:high:field-(gas,dx):units-pc,  :resolution:medium:field-(gas,dx):units-pc,  :resolution:low:field-(gas,dx):units-pc, T, n, Z]
[ 2.04000000e+02  1.57079633e+00  3.66519143e+00  1.19294672e-02  1.02621641e+00  4.67157613e-01  4.77881541e-01  4.48752414e-01  5.61862963e-01  5.18317298e-01  4.69160801e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.05000000e+02  7.85398163e-01  5.23598776e-01  1.07365205e-02  4.78300526e+00  5.44804438e-01  5.22107990e-01  4.86457984e-01  4.93822104e-01  4.95801470e-01  3.98540838e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.06000000e+02  2.35619449e+00  2.61799388e+00  7.15768035e-03  6.30694171e-01  4.80426323e-01  5.23250774e-01  4.12314703e-01  5.33371186e-01  4.78293672e-01  4.91031641e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.07000000e+02  2.87979327e+00  0.00000000e+00  1.31224140e-02  5.90000702e+00  5.26137865e-01  5.04904771e-01  3.98388646e-01  4.90702403e-01  5.27039109e-01  4.94695734e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.08000000e+02  1.57079633e+00  4.18879020e+00  1.31224140e-02  3.86733739e+00  4.86369963e-01  4.58671455e-01  4.48432741e-01  5.20778864e-01  5.56643307e-01  4.32999021e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.09000000e+02  2.61799388e+00  5.23598776e-01  7.15768035e-03  4.89531373e+00  5.35287827e-01  5.17944946e-01  4.03822586e-01  4.78599075e-01  4.86858742e-01  4.86531045e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.10000000e+02  2.61799388e+00  1.57079633e+00  5.96473362e-03  4.87741070e+00  5.12559282e-01  5.31065587e-01  4.04052798e-01  5.10715925e-01  4.67491891e-01  4.87573114e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.11000000e+02  2.61799388e+00  5.75958653e+00  1.07365205e-02  2.46532698e+00  5.35287578e-01  4.91703231e-01  4.03418335e-01  4.92542148e-01  4.96030467e-01  4.99203298e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.12000000e+02  2.35619449e+00  0.00000000e+00  1.19294672e-02  5.30122209e+00  5.49685103e-01  5.04695739e-01  4.11943270e-01  4.63691464e-01  5.16710672e-01  4.70946587e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.13000000e+02  2.35619449e+00  4.71238898e+00  1.31224140e-02  5.34470551e+00  5.12568987e-01  4.67583998e-01  4.11417436e-01  5.27688807e-01  5.53226487e-01  4.70217188e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.14000000e+02  2.87979327e+00  2.61799388e+00  1.19294672e-02  3.80305399e+00  5.00787392e-01  5.11696385e-01  3.98524600e-01  5.44984653e-01  5.05980697e-01  4.93575055e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.15000000e+02  2.87979327e+00  1.57079633e+00  3.57884017e-03  5.11888106e+00  5.12552682e-01  5.18488353e-01  3.98614690e-01  5.09851763e-01  4.83516744e-01  4.97560875e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.16000000e+02  1.30899694e+00  3.14159265e+00  8.35062707e-03  5.61765257e+00  4.61930916e-01  5.03913949e-01  4.62746846e-01  5.59392284e-01  4.91507412e-01  4.25760154e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[217.           1.83259571   3.14159265   0.           3.71910724   0.46189734   0.50433246   0.43557945   0.56333307   0.50391491   0.46262154  -1.          -1.          -1.          -1.  -1.          -1.          -1.          -1.          -1.  -1.          -1.          -1.          -1.          -1.  -1.          -1.          -1.          -1.          -1.        ]
[ 2.18000000e+02  2.09439510e+00  3.14159265e+00  5.96473362e-03  4.62992377e+00  4.67125432e-01  5.04527507e-01  4.22914972e-01  5.63416998e-01  5.04858919e-01  4.64729808e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.19000000e+02  2.61799388e+00  3.66519143e+00  1.19294672e-02  6.42886847e-01  4.89830237e-01  4.91702799e-01  4.03474507e-01  5.33124965e-01  4.93656069e-01  4.99090442e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.20000000e+02  1.04719755e+00  0.00000000e+00  1.19294672e-02  3.45142184e+00  5.58104975e-01  5.03719869e-01  4.75286017e-01  4.72926827e-01  4.82446857e-01  4.17729106e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.21000000e+02  2.61799388e+00  1.04719755e+00  1.19294672e-02  4.50591657e+00  5.25681652e-01  5.27549988e-01  4.03982423e-01  4.94454659e-01  4.62576676e-01  4.80297556e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.22000000e+02  1.57079633e+00  1.57079633e+00  2.38589345e-03  4.90515309e+00  5.12615703e-01  5.56607117e-01  4.49908998e-01  5.11695724e-01  4.51820584e-01  4.43616771e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.23000000e+02  7.85398163e-01  3.66519143e+00  1.31224140e-02  6.13842455e+00  4.80517697e-01  4.84995989e-01  4.85965725e-01  5.53140827e-01  4.99034013e-01  4.11470954e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.24000000e+02  1.57079633e+00  1.57079633e+00  1.19294672e-02  1.38673829e-01  5.12615703e-01  5.56607117e-01  4.49908998e-01  4.89576436e-01  4.54200729e-01  4.51576294e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.25000000e+02  1.57079633e+00  1.04719755e+00  7.15768035e-03  1.62400007e+00  5.38860444e-01  5.49575920e-01  4.49768248e-01  4.87522026e-01  4.58909770e-01  4.62600701e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.26000000e+02  1.57079633e+00  5.75958653e+00  1.19294672e-02  6.36926275e-01  5.58072295e-01  4.77882406e-01  4.48640071e-01  4.78788075e-01  5.45042955e-01  4.63611014e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.27000000e+02  1.57079633e+00  2.61799388e+00  9.54357379e-03  1.08036496e+00  4.67158113e-01  5.30364969e-01  4.49560918e-01  5.52203663e-01  4.70814526e-01  4.65106175e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.28000000e+02  1.04719755e+00  1.04719755e+00  5.96473362e-03  2.36764341e-02  5.35376680e-01  5.43082224e-01  4.75920480e-01  4.79812766e-01  4.71462301e-01  4.22968671e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.29000000e+02  1.30899694e+00  2.61799388e+00  4.77178690e-03  4.15370905e+00  4.68723813e-01  5.29261563e-01  4.63128930e-01  5.56849060e-01  4.84717509e-01  4.27485922e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.30000000e+02  1.30899694e+00  4.71238898e+00  1.19294672e-02  1.70936975e+00  5.12631509e-01  4.53219332e-01  4.61903241e-01  5.09413583e-01  5.58116645e-01  4.59285109e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.31000000e+02  7.85398163e-01  4.71238898e+00  7.15768035e-03  3.35956604e+00  5.12660715e-01  4.66440601e-01  4.85640156e-01  4.98719374e-01  5.38980283e-01  4.11045991e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.32000000e+02  7.85398163e-01  4.18879020e+00  1.19294672e-02  4.09212078e-01  4.94102880e-01  4.71412408e-01  4.85739681e-01  5.51972776e-01  5.30104506e-01  4.20724539e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.33000000e+02  1.04719755e+00  2.61799388e+00  5.96473362e-03  8.59017683e-01  4.73280639e-01  5.26445053e-01  4.75740927e-01  5.51471474e-01  4.73020316e-01  4.30434782e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.34000000e+02  2.35619449e+00  2.61799388e+00  1.07365205e-02  9.22648492e-01  4.80426323e-01  5.23250774e-01  4.12314703e-01  5.26892346e-01  4.80520866e-01  4.96193899e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.35000000e+02  1.04719755e+00  0.00000000e+00  1.07365205e-02  3.26110403e+00  5.58104975e-01  5.03719869e-01  4.75286017e-01  4.70222192e-01  4.83659673e-01  4.21482106e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.36000000e+02  1.04719755e+00  2.61799388e+00  8.35062707e-03  5.98760052e-01  4.73280639e-01  5.26445053e-01  4.75740927e-01  5.48195683e-01  4.68111209e-01  4.30957507e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.37000000e+02  1.04719755e+00  5.75958653e+00  1.19294672e-02  4.86200835e+00  5.52014630e-01  4.80993819e-01  4.74943450e-01  4.86846396e-01  5.23662494e-01  4.04564893e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.38000000e+02  2.09439510e+00  1.57079633e+00  5.96473362e-03  5.11857723e+00  5.12583206e-01  5.49979922e-01  4.23558984e-01  5.07951774e-01  4.53555418e-01  4.64808478e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.39000000e+02  1.30899694e+00  2.09439510e+00  1.19294672e-02  1.36279523e+00  4.87281871e-01  5.47817434e-01  4.63391847e-01  5.35500818e-01  4.54760532e-01  4.57391678e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.40000000e+02  1.83259571e+00  5.23598776e+00  1.19294672e-02  3.24085071e+00  5.37948536e-01  4.60429941e-01  4.34809142e-01  4.68191155e-01  5.34620985e-01  4.60309194e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.41000000e+02  1.83259571e+00  0.00000000e+00  8.35062707e-03  3.05206656e+00  5.63299492e-01  5.04333426e-01  4.35454142e-01  4.63573155e-01  4.87471396e-01  4.63578608e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.42000000e+02  1.04719755e+00  1.57079633e+00  5.96473362e-03  5.14366596e-01  5.12648067e-01  5.49171419e-01  4.76042373e-01  5.02269548e-01  4.56658767e-01  4.27520713e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.43000000e+02  2.61799388e+00  1.57079633e+00  7.15768035e-03  2.24310883e+00  5.12559282e-01  5.31065587e-01  4.04052798e-01  5.21510850e-01  4.87200001e-01  4.99007186e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.44000000e+02  1.83259571e+00  3.66519143e+00  4.77178690e-03  5.76808140e+00  4.68689756e-01  4.78984976e-01  4.35180574e-01  5.61359228e-01  5.22569329e-01  4.58276656e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.45000000e+02  7.85398163e-01  1.57079633e+00  7.15768035e-03  1.24261025e+00  5.12661421e-01  5.40663378e-01  4.86783553e-01  5.08009572e-01  4.58614594e-01  4.21461173e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.46000000e+02  1.30899694e+00  0.00000000e+00  1.07365205e-02  1.45811646e+00  5.63333067e-01  5.03914914e-01  4.62621544e-01  4.58569584e-01  5.06378129e-01  4.56360465e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.47000000e+02  2.87979327e+00  1.57079633e+00  8.35062707e-03  6.17431384e+00  5.12552682e-01  5.18488353e-01  3.98614690e-01  4.96279420e-01  4.88391930e-01  4.97862069e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 2.48000000e+02  1.30899694e+00  2.09439510e+00  2.38589345e-03  5.87466564e-01  4.87281871e-01  5.47817434e-01  4.63391847e-01  5.34805195e-01  4.57905000e-01  4.37354492e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
