Simparams: [dsname, z, center[0], center[1], center[2], Rvir, pathname, L[0], L[1], L[2], convert]
Simparams: ['VELA_v2_01', 2.9992119434663596, 0.5126152038574219, 0.5041236877441406, 0.4491004943847656, 31.25, '/global/cscratch1/sd/cstrawn/VELA_v2_01/10MpcBox_csf512_a0.250.d', 0.0763461, -0.95166, 61.7763, 3572.132392817435]
Scanparams: [R, n_th, n_phi, n_r, r_max, num_lines, line_reached]
Scanparams: [0.052489655864102445, 12, 12, 12, 1.5, 416, 0]
Ions: [' ']
Bins: [density:low:0.0_1e-2, density:medium:1e-2_1e-1, density:selfshielding:1e-1_1e1, density:starforming:1e1_np.inf, temperature:cold:0.0_10**3.8, temperature:cool:10**3.8_10**4.5, temperature:warm-hot:10**4.5_10**6.5, temperature:hot:10**6.5_np.inf, radial_velocity:inflow:-np.inf_-10:units-km/s, radial_velocity:tangential:-10_10:units-km/s, radial_velocity:outflow:10_np.inf:units-km/s, resolution:high:0_500:field-(gas,dx):units-pc, resolution:medium:500_1200:field-(gas,dx):units-pc, resolution:low:1200_np.inf:field-(gas,dx):units-pc]
Data: [i, theta, phi, r, alpha, startx, starty, startz, endx, endy, endz,  :cdens,  :fraction,  :density:low,  :density:medium,  :density:selfshielding,  :density:starforming,  :temperature:cold,  :temperature:cool,  :temperature:warm-hot,  :temperature:hot,  :radial_velocity:inflow:units-km/s,  :radial_velocity:tangential:units-km/s,  :radial_velocity:outflow:units-km/s,  :resolution:high:field-(gas,dx):units-pc,  :resolution:medium:field-(gas,dx):units-pc,  :resolution:low:field-(gas,dx):units-pc, T, n, Z]
[ 4.70000000e+01  2.61799388e-01  5.23598776e+00  9.54357379e-03  5.08250486e+00  5.19470399e-01  4.91578959e-01  4.99605940e-01  5.20313808e-01  5.05086013e-01  3.95502607e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 4.80000000e+01  1.83259571e+00  4.71238898e+00  7.15768035e-03  7.43795350e-01  5.12597934e-01  4.53637844e-01  4.34735840e-01  5.23081719e-01  5.51055485e-01  4.72426017e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 4.90000000e+01  1.04719755e+00  1.57079633e+00  4.77178690e-03  3.25032232e+00  5.12648067e-01  5.49171419e-01  4.76042373e-01  5.22029759e-01  4.59975434e-01  4.21483084e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 5.00000000e+01  1.57079633e+00  1.04719755e+00  9.54357379e-03  1.74478124e+00  5.38860444e-01  5.49575920e-01  4.49768248e-01  4.90054796e-01  4.58227655e-01  4.66919314e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 5.10000000e+01  7.85398163e-01  4.18879020e+00  9.54357379e-03  3.01852737e+00  4.94102880e-01  4.71412408e-01  4.85739681e-01  5.15207147e-01  5.46483460e-01  4.15457373e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 5.20000000e+01  2.87979327e+00  1.04719755e+00  8.35062707e-03  4.10297679e-01  5.19345321e-01  5.16668545e-01  3.98578261e-01  4.96133427e-01  5.04928524e-01  5.00283894e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 5.30000000e+01  2.61799388e+00  4.18879020e+00  1.31224140e-02  3.82577169e+00  4.99436412e-01  4.82097756e-01  4.03314670e-01  5.14878089e-01  5.46890343e-01  4.84457329e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 5.40000000e+01  5.23598776e-01  1.57079633e+00  4.77178690e-03  1.34437982e+00  5.12671625e-01  5.29665218e-01  4.94956694e-01  5.10431284e-01  4.70700591e-01  4.08130375e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 5.50000000e+01  1.57079633e+00  3.66519143e+00  1.31224140e-02  3.96453894e+00  4.67157613e-01  4.77881541e-01  4.48752414e-01  5.46677745e-01  5.44079911e-01  4.31004729e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 5.60000000e+01  2.09439510e+00  1.04719755e+00  1.31224140e-02  4.93335351e+00  5.35311818e-01  5.43890727e-01  4.23437092e-01  4.80203992e-01  4.59096761e-01  4.51610957e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[57.          1.57079633  1.04719755  0.          6.18705797  0.53886044  0.54957592  0.44976825  0.48636996  0.45867146  0.44843274 -1. -1.         -1.         -1.         -1.         -1.         -1. -1.         -1.         -1.         -1.         -1.         -1. -1.         -1.         -1.         -1.         -1.         -1.        ]
[ 5.80000000e+01  1.57079633e+00  1.04719755e+00  1.31224140e-02  4.16043172e+00  5.38860444e-01  5.49575920e-01  4.49768248e-01  4.99472394e-01  4.55045122e-01  4.26677868e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 5.90000000e+01  2.61799388e+00  2.09439510e+00  1.31224140e-02  4.21495497e+00  4.99436845e-01  5.27549739e-01  4.04014854e-01  5.45203259e-01  4.71563325e-01  4.80117499e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 6.00000000e+01  1.57079633e+00  5.23598776e+00  1.19294672e-02  5.54845280e+00  5.38859579e-01  4.58671955e-01  4.48367879e-01  5.02607357e-01  5.56185938e-01  4.34316000e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 6.10000000e+01  1.57079633e+00  0.00000000e+00  4.77178690e-03  2.80725660e+00  5.65104820e-01  5.04124187e-01  4.49035633e-01  4.60560485e-01  4.95098111e-01  4.52144947e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 6.20000000e+01  1.30899694e+00  5.75958653e+00  3.57884017e-03  1.30034682e+00  5.56540169e-01  4.78567300e-01  4.62239460e-01  4.68313437e-01  5.32001772e-01  4.42708543e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 6.30000000e+01  1.57079633e+00  3.14159265e+00  1.19294672e-02  1.66540157e+00  4.60125588e-01  5.04123188e-01  4.49165356e-01  5.62522928e-01  5.05964910e-01  4.72231539e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 6.40000000e+01  1.57079633e+00  5.23598776e+00  1.19294672e-02  3.41798220e+00  5.38859579e-01  4.58671955e-01  4.48367879e-01  4.68284212e-01  5.36222531e-01  4.43300185e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 6.50000000e+01  1.04719755e+00  2.09439510e+00  5.96473362e-03  3.59558745e+00  4.89919339e-01  5.43081791e-01  4.75976652e-01  5.42941043e-01  4.73309538e-01  4.18173647e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 6.60000000e+01  1.83259571e+00  3.14159265e+00  8.35062707e-03  5.10335926e+00  4.61897341e-01  5.04332461e-01  4.35579445e-01  5.66001786e-01  4.97862203e-01  4.47456156e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 6.70000000e+01  1.57079633e+00  3.66519143e+00  5.96473362e-03  4.44380700e-01  4.67157613e-01  4.77881541e-01  4.48752414e-01  5.62848602e-01  5.20684698e-01  4.54389812e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 6.80000000e+01  1.83259571e+00  2.61799388e+00  3.57884017e-03  5.30682825e+00  4.68690238e-01  5.29680076e-01  4.35961529e-01  5.55655980e-01  4.74545082e-01  4.56400417e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 6.90000000e+01  1.83259571e+00  1.57079633e+00  9.54357379e-03  5.40500963e+00  5.12598899e-01  5.55028043e-01  4.36297748e-01  5.00622088e-01  4.51336398e-01  4.47489473e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 7.00000000e+01  2.09439510e+00  3.66519143e+00  3.57884017e-03  2.73485384e+00  4.73215345e-01  4.81801573e-01  4.22557354e-01  5.47333042e-01  5.31277618e-01  4.78049190e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 7.10000000e+01  2.61799388e+00  0.00000000e+00  9.54357379e-03  3.95212935e+00  5.38803840e-01  5.04824122e-01  4.03616116e-01  4.75477561e-01  4.90611104e-01  4.86129317e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 7.20000000e+01  7.85398163e-01  2.09439510e+00  1.19294672e-03  5.90809638e-01  4.94103492e-01  5.35691218e-01  4.86729892e-01  5.29872709e-01  4.70754066e-01  4.12403683e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 7.30000000e+01  2.61799388e+00  3.66519143e+00  5.96473362e-03  1.83691204e+00  4.89830237e-01  4.91702799e-01  4.03474507e-01  5.24980246e-01  5.14045498e-01  4.99838071e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 7.40000000e+01  1.30899694e+00  3.14159265e+00  7.15768035e-03  5.14187648e+00  4.61930916e-01  5.03913949e-01  4.62746846e-01  5.59016813e-01  4.98615792e-01  4.23162583e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 7.50000000e+01  2.35619449e+00  5.23598776e-01  9.54357379e-03  4.30440896e+00  5.44712710e-01  5.23251386e-01  4.12235264e-01  4.74707343e-01  4.73255120e-01  4.72404009e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 7.60000000e+01  1.83259571e+00  4.18879020e+00  1.31224140e-02  4.56948903e-01  4.87247461e-01  4.60429459e-01  4.34871793e-01  5.54815405e-01  5.31100931e-01  4.73091838e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 7.70000000e+01  2.35619449e+00  1.04719755e+00  7.15768035e-03  1.79568879e+00  5.31127527e-01  5.36834968e-01  4.12461307e-01  5.02082384e-01  4.78746661e-01  4.94940300e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 7.80000000e+01  2.09439510e+00  4.18879020e+00  1.31224140e-02  4.29016100e+00  4.89853728e-01  4.65165151e-01  4.22280508e-01  5.30763085e-01  5.56337504e-01  4.54446991e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 7.90000000e+01  2.09439510e+00  3.66519143e+00  5.96473362e-03  3.68132437e+00  4.73215345e-01  4.81801573e-01  4.22557354e-01  5.49058296e-01  5.36569105e-01  4.70191586e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 8.00000000e+01  2.09439510e+00  5.23598776e-01  2.38589345e-03  6.11945425e+00  5.51950201e-01  5.27254305e-01  4.23160246e-01  4.70672551e-01  4.84929431e-01  4.74377474e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 8.10000000e+01  2.61799388e+00  3.66519143e+00  5.96473362e-03  5.34921941e+00  4.89830237e-01  4.91702799e-01  4.03474507e-01  5.45774427e-01  5.14481787e-01  4.89334982e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 8.20000000e+01  5.23598776e-01  3.14159265e+00  1.19294672e-02  1.52502680e+00  4.86426568e-01  5.03423254e-01  4.94584873e-01  5.57643228e-01  5.03546125e-01  4.17456227e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 8.30000000e+01  2.35619449e+00  4.71238898e+00  8.35062707e-03  4.35625982e-01  5.12568987e-01  4.67583998e-01  4.11417436e-01  5.27619702e-01  5.34759188e-01  4.90674144e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 8.40000000e+01  2.09439510e+00  4.71238898e+00  1.07365205e-02  1.63432434e+00  5.12582340e-01  4.59075957e-01  4.22158616e-01  5.11333534e-01  5.36567485e-01  4.92969345e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 8.50000000e+01  1.57079633e+00  3.14159265e+00  9.54357379e-03  1.33417782e+00  4.60125588e-01  5.04123188e-01  4.49165356e-01  5.63434012e-01  4.99441320e-01  4.67223747e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 8.60000000e+01  2.09439510e+00  1.57079633e+00  9.54357379e-03  3.51870039e+00  5.12583206e-01  5.49979922e-01  4.23558984e-01  5.30098441e-01  4.56382031e-01  4.67755221e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[87.          0.78539816  2.61799388  0.          6.12042909  0.48051805  0.52210738  0.48653742  0.54471236  0.48614     0.41166357 -1. -1.         -1.         -1.         -1.         -1.         -1. -1.         -1.         -1.         -1.         -1.         -1. -1.         -1.         -1.         -1.         -1.         -1.        ]
[ 8.80000000e+01  5.23598776e-01  0.00000000e+00  5.96473362e-03  5.64545558e+00  5.38916183e-01  5.03423753e-01  4.94520012e-01  4.92757922e-01  5.14391382e-01  4.00872898e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 8.90000000e+01  1.83259571e+00  3.14159265e+00  5.96473362e-03  4.13163744e+00  4.61897341e-01  5.04332461e-01  4.35579445e-01  5.65237503e-01  5.10567555e-01  4.52974572e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 9.00000000e+01  1.83259571e+00  3.14159265e+00  1.19294672e-03  3.19187407e+00  4.61897341e-01  5.04332461e-01  4.35579445e-01  5.63337788e-01  5.06298786e-01  4.62535432e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 9.10000000e+01  7.85398163e-01  5.75958653e+00  4.77178690e-03  2.84229628e+00  5.44804085e-01  4.84996601e-01  4.85886286e-01  4.74436089e-01  5.16189568e-01  4.14500014e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
[ 9.20000000e+01  1.57079633e+00  5.75958653e+00  8.35062707e-03  4.03848677e+00  5.58072295e-01  4.77882406e-01  4.48640071e-01  4.63124829e-01  5.20998845e-01  4.36531924e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00]
